tanggal,judul,narasi,author,label
"Januari 30, 2023"," TAK TERIMA BAPAKNYA DIKATAIN FIRAU, GIBRAN LAYANGKAN 5 TUNTUTAN HUKUM !! CAK NUN LANGSNG KEJANG²","Hasil periksa fakta Putri Lestari. Konten yang dimanipulasi. Faktanya, Gibran menyatakan bahwa dirinya dan keluarga tidak tersinggung atas pernyataan Cak Nun yang menyebut Jokowi Firaun […]",Tim Kalimasada,0
"Januari 30, 2023"," MENCEKAM , KOTA KE DUA MALAYSIA HANCUR JADI ARANG",Hasil periksa fakta Putri Lestari. Konten yang dimanipulasi. Video yang diunggah merupakan hasil editan beberapa video disertai dengan narasi yang tidak sesuai. Tidak ada perang […],Tim Kalimasada,0
"Januari 30, 2023", RSPM MADIUN LAKUKAN REKRUTMEN PEGAWAI,Pihak Rumah Sakit Paru Manguharjo menegaskan jika informasi tersebut tidak benar adanya alias hoaks. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: TANGKAPAN LAYAR KERTAS SURAT […],Bentang Febrylian,0
"Januari 30, 2023", SKEMA KEANGGOTAAN PLATFORM DIGITAL OLEH BANK INDONESIA,"Bank Indonesia dengan tegas menyatakan jika skema keanggotaan tersebut adalah palsu, dan mengimbau masyarakat untuk berhati-hati lantaran sudah terdapat nasabah yang tertipu atas beredarnya skema […]",Bentang Febrylian,0
"Januari 30, 2023", Kaesang Pangarep Tolak Tawaran Partai Demokrat,"Hasil periksa fakta Riza Dwi (Anggota Tim Kalimasada) Informasi salah, dalam video tersebut tidak ada pernyataan dari Kaesang yang menolak tawaran partai Demokrat. =====KATEGORI: Konten […]",Tim Kalimasada,0
"Januari 30, 2023", Penampakan UFO di atas Gunung Merapi 24 Januari 2023,"Hasil periksa fakta Riza Dwi (Anggota Tim Kalimasada) Informasi salah, Peneliti Pusat Sains Antariksa (Pusainsa) Badan Riset dan Inovasi Nasional (BRIN), Andi Pangerang menjelaskan bahwa […]",Tim Kalimasada,0
"Januari 29, 2023"," Video “Kiamat malaysia telah tiba, TNI tancapkan merah putih di tanah malaysia”","MENYESATKAN, berisi potongan-potongan video dari peristiwa yang TIDAK berkaitan. FAKTA: sebagian video berisi potongan-potongan video latihan militer, serangan rudal ke Ukraina, dan peristiwa kebakaran sebuah […]",Aribowo Sasmito,0
"Januari 29, 2023", Ustadz Maulana Meninggal Tadi Sore Pukul 16:21 WIB,"Hasil periksa fakta Vendra Panji Informasi judul dan thumbnail video tersebut adalah salah, karena faktanya dalam video tersebut yang diberitakan meninggal adalah Almarhumah Nuraliyah, istri […]",Pemeriksa Fakta Junior,0
"Januari 29, 2023", “Banten hari ini bersama Bang Anies”,TIDAK berkaitan dengan acara Anies Baswedan di Banten. FAKTA: video yang dibagikan adalah rekaman acara Jamda (Jambore Daerah) ke 3 YRKI (Yamaha RX-King Indonesia) pada […],Aribowo Sasmito,0
"Januari 29, 2023", Yenny Wahid Resmi Jadi Cawapres Anies Baswedan,Hasil periksa fakta Agnes Amungkasari. Informasi yang salah. Hingga saat ini belum ada pengumuman resmi penunjukan Yenny Wahid sebagai cawapres baik dari Anies Baswedan maupun […],Tim Kalimasada,0
"Januari 29, 2023", Mendagri Pecat PJ Gubernur DKI Jakarta,Hasil periksa fakta Agnes Amungkasari. Informasi yang salah. Hingga saat ini Heru Budi Hartono masih menjabat sebagai PJ Gubernur DKI Jakarta dan tidak ada pengumuman […],Tim Kalimasada,0
"Januari 28, 2023", China dan Iran Dukung Indonesia Menghadapi Australia,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa China dan Iran akan dukung Indonesia menghadapi Australia terkait dengan sengketa Pulau Pasir adalah […],Pemeriksa Fakta Junior,0
"Januari 27, 2023", Video “Jokowi naik pitam usir dubes china dan malaysia dari indonesia”,"MENYESATKAN. FAKTA: selain berisi potongan-potongan video dari peristiwa yang TIDAK berkaitan, video sebenarnya berisi pembacaan artikel tentang konflik Rusia vs Ukraina dengan mengganti bagian-bagian tertentu […]",Aribowo Sasmito,0
"Januari 27, 2023", Ivan Gunawan Meninggal Dunia Terkena Serangan Jantung,"Hasil periksa fakta Vendra Panji Informasi tersebut salah karena judul dan thumbnail video tersebut seolah menggiring opini bahwa Ivan Gunawan telah meninggal, namun faktanya dalam […]",Pemeriksa Fakta Junior,0
"Januari 27, 2023", Ferdy Sambo Teriak Ngamuk-ngamuk Diseret Eksekusi,"Hasil periksa fakta Vendra Panji Unggahan tersebut merupakan informasi yang salah, faktanya dalam isi video tersebut tidak terlihat adanya bukti jika Ferdy Sambo mengamuk saat […]",Pemeriksa Fakta Junior,0
"Januari 27, 2023", Presiden Jokowi bersih-bersih kabinet dari penghianat dengan copot 6 menteri.,"Hasil periksa fakta Vendra Panji Video tersebut berisi informasi yang salah, dalam video tersebut tidak ditemui informasi yang menjelaskan bahwa Jokowi membersihkan kabinetnya dari pengkhianat […]",Pemeriksa Fakta Junior,0
"Januari 27, 2023", Gempa Bumi Meratakan Wilayah Bengkulu dan Maluku,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Video dengan klaim terjadinya gempa susulan di wilayah Bengkulu dan Maluku hingga mengakibatkan wilayahnya ludes tak tersisa […],Pemeriksa Fakta Junior,0
"Januari 27, 2023", 200 Juta rakyat China akan menempati 10 proyek reklamasi,Hasil periksa fakta Arief Putra Ramadhan. Klaim 200 juta rakyat Tiongkok akan menempati 10 proyek reklamasi di Indonesia tidak didukung data yang valid. Selengkapnya di […],Tim Kalimasada,0
"Januari 27, 2023", Rekaman terakhir tenggelamnya kapal Titanic,Hasil periksa fakta Arief Putra Ramadhan. Video rekaman asli ketika terjadi peristiwa tenggelamnya kapal Titanic tersebut adalah tidak benar. Taylor Tituss penyebar video tersebut menyatakan […],Tim Kalimasada,0
"Januari 27, 2023", Broadcast Chat Lowongan Kerja Operator Produksi PT Wings Group,Hasil periksa fakta Mochamad Marcell Faktanya lowongan pekerjaan dari PT Wings Group hanya diumumkan pada media resmi seperti Instagram @wingscareer dan laman www.wingscareer.com. Cara melamarnya […],Pemeriksa Fakta Junior,0
"Januari 27, 2023", Venna Melinda Hamil dan Mendapat Perlakuan Kasar Dari Ferry Irawan,"Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Video dengan klaim Venna Melinda mendapatkan perlakuan kasar dari suaminya, Ferry Irawan di saat ia tengah hamil […]",Pemeriksa Fakta Junior,0
"Januari 27, 2023", Azriel Hermansyah Dipaksa Menikahi Pacarnya Sarah Menzel,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Video dengan klaim Azriel Hermansyah dipaksa menikahi pacarnya Sarah Menzel akibat hamil di luar nikah hingga mendapatkan […],Pemeriksa Fakta Junior,0
"Januari 27, 2023", Uya Kuya Hipnotis Rozy Zay dan Ibu dari Norma Risma,"Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Video dengan klaim Uya Kuya telah menghipnotis Rozy Zay dan Ibu dari Norma Risma, Rihanah Anah merupakan […]",Pemeriksa Fakta Junior,0
"Januari 26, 2023", Jokowi Tegaskan Siap Keluar Dari WTO,"Hasil Periksa Fakta Dyah Febriyani. Video tersebut tidak benar. Tidak ada pernyataan Jokowi yang menyatakan siap keluar dari World Trade Organization (WTO). Faktanya, saat ini pemerintah […]",Tim Kalimasada,0
"Januari 26, 2023", Terkuaknya Sifat Asli Ibu Rihanah Terhadap Norma Risma,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Unggahan video dengan klaim terbongkarnya sifat asli Ibu Rihanah terhadap anaknya Norma Risma merupakan konten dengan koneksi […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", Venna Melinda Positif Hamil Anak Ferry Irawan,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Video dengan klaim Venna Melinda yang mengakui tengah hamil muda anak Ferry Irawan hingga membuat sang suami […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", Polisi Menemukan Benda Mengejutkan di Kamar Ferry Irawan suami Venna Melinda,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Video dengan klaim adanya penemuan benda di kamar Ferry Irawan suami Venna Melinda adalah konten yang menyesatkan […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", Foto “Selebaran WASPADA!! Ada Penculikan Anak-anak yang berumur 1-12 tahun dari Polda Metro Jaya”,Hoaks lama beredar kembali. Selebaran sejenis sudah tersebar sejak tahun 2017 dan dinyatakan hoaks oleh pihak kepolisian. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== […],Adi Syafitrah,0
"Januari 26, 2023", “Demokrat Kejang2 SBY-AHY Gak Terima Lucas Enembe Dijemput Paksa KPK”,Hasil periksa fakta Mochamad Marcell Faktanya tidak ada pemberitaan yang valid terkait respons tidak terima pihak Demokrat termasuk SBY dan AHY terkait penangkapan Gubernur Papua. […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", Kematian Lisa Marie Presley Berkaitan Dengan Suntikan Vaksin Covid-19,Hasil periksa fakta Mochamad Marcell Faktanya kematian Lisa Marie Presley tidak ada kaitannya dengan vaksin Covid-19. Kemudian unggahan terkait ulasan dan rekomendasi untuk suntikan vaksin […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", CEO Moderna Baru Mengakui Telah Membuat Vaksin Covid-19 Bahkan Sebelum Penyakit Itu Punya Nama,"Hasil periksa fakta Mochamad Marcell Faktanya bukan berita baru bahwa Moderna sudah lama tengah mengembangkan suatu vaksin yang akan menjadi cikal-bakal. Pada saat sebelum pandemi, […]",Pemeriksa Fakta Junior,0
"Januari 26, 2023", Foto Mzee John Merayakan Ulang Tahun ke 146 Tahun,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Informasi tersebut tidak benar. Faktanya, seseorang yang ada dalam foto tersebut adalah Mbah Goto berasal […]",Pemeriksa Fakta Junior,0
"Januari 26, 2023"," Pemanasan Global Adalah Hoax, Data Menunjukkan Suhu Bumi Semakin Mendingin 0,11°C per Dekade","Hasil periksa fakta Mochamad Marcell Faktanya data grafik yang ditampilkan hanya menunjukkan suhu Bumi per tahun selama 8 tahun terakhir, tidak mewakilkan data penurunan suhu […]",Pemeriksa Fakta Junior,0
"Januari 26, 2023", Klitih di Solo,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Informasi tersebut tidak benar. Faktanya, Gibran Walikota Solo serta Kompol Dani Permana Putra selaku Kasat […]",Pemeriksa Fakta Junior,0
"Januari 26, 2023", Jhon LBF Membagikan Uang 100 Juta,"Hasil periksa fakta Riza Dwi (Anggota Tim Kalimasada) Salah, video tersebut telah diedit. =====KATEGORI: Konten Tiruan =====NARASI:“wa kami 081342132668. Yang Bisa Tebak Susunan Nama Kota […]",Tim Kalimasada,0
"Januari 26, 2023", Masker Menyebabkan Kanker hingga Hipoksemia,"Hasil periksa fakta Riza Dwi (Anggota Tim Kalimasada) Informasi salah. Faktanya, kanker tidak disebabkan oleh defisiensi oksigen. Kanker bermula dari proses genetis di mana sel […]",Tim Kalimasada,0
"Januari 26, 2023", Lukas Enembe Seret SBY Dan Ketum Demokrat,Hasil Periksa Fakta Dyah Febriyani. Informasi tersebut tidak benar. Tidak ditemukan pernyataan bahwa Lukas Enembe seret SBY dan Ketum Demokrat dalam kasus suap pembangunan infrastruktur […],Tim Kalimasada,0
"Januari 26, 2023", “CAK NUN SEBUT JOKOWI SEPERTI FIR’AUN KARENA DISURUH”,"Hasil periksa fakta Yudho Ardi Informasi yang menyesatkan. Faktanya, dalam videonya Cak Nun mengaku dia kesambet dan hal itu di luar rencana sebelumnya, dengan demikian […]",Tim Kalimasada,0
"Januari 26, 2023", Pesan Whatsapp Imbauan TNI POLRI Modus Kejahatan Anak Kecil Membawa Alamat,"Hasil Periksa fakta Dyah Febriyani. Hoaks lama beredar kembali. Hoaks ini pernah beredar pada tahun 2019. Faktanya, pesan Whatsapp tersebut bukan berasal dari institusi TNI […]",Tim Kalimasada,0
"Januari 26, 2023", KABAR HARI INI PERJUANGAN PAK JOKOWI TERBAYARKAN… “Malaysia menyerah dan siap tunduk pada aturan soal PMI”,Hasil periksa fakta Putri Lestari. Konten yang dimanipulasi. Video yang diunggah merupakan video sambutan Menteri Ketenagakerjaan saat webinar Kompas Talks – KAGAMA dengan tema “Strategi […],Tim Kalimasada,0
"Januari 26, 2023", “Video giveaway Jusuf Hamka melalui akun Facebook Yusuf HAMKA”,Akun palsu. Video yang digunakan akun Yusuf HAMKA ini adalah video ketika Jusuf Hamka sedang menghubungi orang yang ia bantu membayar hutang pada 5 Desember […],Adi Syafitrah,0
"Januari 26, 2023", Bahaya Parah yang Dilakukan Vaksin Covid-19 pada Otak,"Hasil periksa fakta Putri Lestari. Konten yang menyesatkan. Informasi bahwa vaksin Covid-19 berbahaya bagi otak adalah sesat, tidak ada bukti yang menyatakan kebenaran klaim tersebut. […]",Tim Kalimasada,0
"Januari 26, 2023", PERCEPAT KIAMAT AUSTRALIA…! RUSIA DAN SEKUTU ANCAM TEMBAK JATUH SATELIT KOMERSIAL MILIK BARAT,Hasil periksa fakta Putri Lestari. Konten yang dimanipulasi. Video yang diunggah merupakan video yang diunggah Kementerian Pertahanan Rusia dan kunjungan presiden Jokowi ke Rusia dengan […],Tim Kalimasada,0
"Januari 26, 2023", Video “CHINA DESAK MALAYSIA MENYERAH KE INDONESIA SEBELUM TERLAMBAT SEPETI AUSTRALIA”,"MENYESATKAN, berisi pembacaan artikel dengan mengganti aspek yang berkaitan dengan Israel, Ukraina dan Rusia untuk mengesankan video berkaitan dengan Tiongkok, Indonesia dan Malaysia. FAKTA: selain […]",Aribowo Sasmito,0
"Januari 26, 2023", “JOKOWI BEBASKAN BHARADA E DARI PENJARA”,"Hasil periksa fakta Yudho Ardi Informasi yang salah, Faktanya, setelah melakukan penelusuran thumbnail video tersebut merupakan hasil editan dan isi video tersebut adalah potongan dari […]",Tim Kalimasada,0
"Januari 26, 2023", ” VARRELL BRAMASTA DITANGKAP POLISI DENGAN KASUS KEKERASAN TERHADAP WARTAWAN”,"Hasil periksa fakta Yudho Ardi Informasi yang salah. Faktanya, Video tersebut merupakan potongan klip sinetron yang dibintangi oleh Varrell Bramasta itu sendiri. ===== [KATEGORI] KONTEN […]",Tim Kalimasada,0
"Januari 26, 2023", Laudya Cynthia Bella Pindah Agama Demi Menikah Dengan Dimas Beck,Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Laudya Cynthia Bella pindah agama demi menikah dengan Dimas Beck adalah konten yang tidak […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", Video Gibran Marah Obrak Abrik Rumah Cak Nun,Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim Gibran marah hingga obrak abrik rumah Cak Nun merupakan konten yang tidak benar. Faktanya Gibran […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", Jokowi Terharu Kaesang Bantu Seluruh Biaya Pengobatan Indra Bekti,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video yang mengklaim bahwa Presiden Jokowi merasa terharu karena Kaesang Pangarep membantu seluruh biaya pengobatan Indra Bekti adalah […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", Tentara Australia Menyerah kepada Pasukan Indonesia,"Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa tentara Australia menyerah kepada pasukan Indonesia merupakan konten yang dimanipulasi. Faktanya, narator hanya membaca […]",Pemeriksa Fakta Junior,0
"Januari 26, 2023"," BERTAUBAT.! IBU NORMA RISMA TEBUS KESALAHAN, BONGKAR RAHASIA ROZY, AKHIRNYA ROZY RESMI DI PENJARA",Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim Ibu Rosma bongkar rahasia Rozy sehingga Rozy resmi dipenjara tidak sesuai dengan isi yang disampaikan. Video […],Pemeriksa Fakta Junior,0
"Januari 26, 2023", PEMUDA YG GREBEK MUNCUL.! TUNJUKKAN ADEGAN TEL4NJ4NG IBU NORMA SAAT DIKONTRAKAN ROZY,Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim munculnya seorang pemuda yang menunjukkan adegan telanjang Ibu dari Norma saat berada di kontrakan Rozy tidak […],Pemeriksa Fakta Junior,0
"Januari 26, 2023"," M4MPUS.! PEMERINTAH JERMAN TAMPAR KERAS NIKMIR, TERNYATA BUNDA CORLA TAAT PAJAK & WNA YANG BAIK",Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim Pemerintah Jerman yang ikut terlibat dalam permasalahan Bunda Corla dan Nikita Mirzani tidak sesuai dengan isi […],Pemeriksa Fakta Junior,0
"Januari 25, 2023", Video “vaksin Pfizer adalah vaksin yang tidak efektif”,"Faktanya, laporan dari Badan Keamanan Kesehatan Inggris (UKHSA) yang terbit pada 12 Mei 2022 menyatakan bahwa efektivitas vaksin booster Pfizer setelah dua sampai empat minggu […]",Adi Syafitrah,0
"Januari 25, 2023", Video Awan Supercell di Miami,"Hasil periksa fakta Evarizma Zahra. Konteks yang salah. Video yang memperlihatkan awan besar yang menggumpal tersebut merupakan hasil karya seniman bernama Brent Shavnore, bukan video […]",Pemeriksa Fakta Junior,0
"Januari 25, 2023",: Pernyataan Sri Sultan Hamengkubuwono Bahwa Etnis Cina Tidak Pantas Jadi Pemimpin di Nusantara,Informasi palsu dan merupakan hoaks berulang. Sri Sultan Hamengkubuwono sendiri tidak pernah mengeluarkan pernyataan seperti itu dan pelaku penyebar hoaks tersebut sudah ditangkap pada 2017 […],Syarief Ramaputra,0
"Januari 25, 2023", SMP N 1 Ciawi memasukkan Kurikulum Dansa dlm pelajaran Extrakulikuler,"Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim SMP N 1 Ciawi memasukkan kurikulum dansa dalam ekstrakurikuler  adalah informasi yang salah. Faktanya, 2 siswa […]",Pemeriksa Fakta Junior,0
"Januari 25, 2023", Varrel Usir Ferry Irawan Waktu Pulang ke Rumah Venna Melinda.,Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim Varrel mengusir Ferry Irawan dari rumah Venna Melinda tidak sesuai dengan isi yang disampaikan. Video tersebut […],Pemeriksa Fakta Junior,0
"Januari 25, 2023", Iriana Jokowi Marah Besar Tak Terima Kehormatan Presiden Dilecehkan,Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Ibu Iriana Jokowi marah besar karena kehormatan sang Presiden dilecehkan adalah konten yang tidak […],Pemeriksa Fakta Junior,0
"Januari 25, 2023", Azriel Hermansyah menghamili seorang gadis Bali,"Hasil periksa fakta Vendra Panji Narasi yang disampaikan video merupakan informasi palsu, faktanya dalam isi unggahan video tersebut tidak memuat penjelasan bahwa memang benar Azriel […]",Pemeriksa Fakta Junior,0
"Januari 25, 2023", Kaesang dan Erina Putuskan Berpisah,"Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa Erina Gudono telah menggugat cerai Kaesang Pangarep adalah konten yang salah. Faktanya, tidak ada […]",Pemeriksa Fakta Junior,0
"Januari 25, 2023", Kopi Hitam Obat Step atau Kejang,"Hasil periksa fakta Riza Dwi (Anggota Tim Kalimasada) Salah, dr Reisa Broto Asmoro menjelaskan bahwa memberi kopi saat anak kejang sama sekali tidak membantu. Malahan, […]",Tim Kalimasada,0
"Januari 25, 2023", Rekaman Pesawat Yeti Airlines Jatuh Di Nepal terekam Kamera Mobil,"Hasil periksa fakta Arief Putra Ramadhan. Bukan jatuhnya pesawat Yeti Airlines di Nepal, melainkan pesawat kargo di Amerika. Selengkapnya di bagian PENJELASAN dan REFERENSI.==============Kategori: Konteks […]",Tim Kalimasada,0
"Januari 24, 2023", Video “dilakukan secara masal – malaysia – ucrania”,"MENYESATKAN. FAKTA: selain berisi potongan-potongan video dari peristiwa yang TIDAK berkaitan, video sebenarnya berisi pembacaan artikel tentang konflik Rusia vs Ukraina dengan mengganti bagian-bagian tertentu […]",Aribowo Sasmito,0
"Januari 24, 2023", Ukraina Tembak Rudal ke Jet Tempur Sendiri,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa Ukraina menembakkan rudal ke jet tempur MIG-29 miliknya selama periode gencatan senjata dalam rangka […],Pemeriksa Fakta Junior,0
"Januari 24, 2023", Krisdayanti Meninggal Dunia,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa penyanyi sekaligus politikus Krisdayanti meninggal dunia akibat dibunuh oleh suaminya adalah konten yang menyesatkan. […],Pemeriksa Fakta Junior,0
"Januari 24, 2023", Rebel News ungkap keborokan Vaksin Pfizer,"Faktanya adalah video ini menebar pernyataan hoax, pertanyaan yang menuduh tanpa bukti, dan penghinaan tanpa substansi. = = =Kategori : Konten yang Menyesatkan= = = […]",Harry Sufehmi,0
"Januari 24, 2023"," Bill Gates Menarik Diri Tidak Jadi Hadiri KTT WEF 2023 di Davos, Swiss","Hasil periksa fakta Mochamad Marcell Faktanya Bill Gates memang tidak dijadwalkan untuk menghadiri Konferensi Tingkat Tinggi perekonomian dunia, World Economic Forum yang tahun ini diselenggarakan […]",Pemeriksa Fakta Junior,0
"Januari 24, 2023", Shopee Bagi Hadiah Rp185Juta Diumumkan Secara Resmi Via SMS,Hasil periksa fakta Mochamad Marcell Faktanya Shopee tidak membagi hadiah via SMS. Public Relations Lead Shopee Indonesia menegaskan informasi pembagian hadiah mengatasnamakan Shopee yang beredar […],Pemeriksa Fakta Junior,0
"Januari 24, 2023", Wisatawan Lari Akibat Letusan Gunung Tangkuban Perahu,Hasil periksa fakta Agnes Amungkasari. Video yang diunggah hanya menjelaskan mengenai sejarah letusan Gunung Tangkuban Perahu di Jawa Barat. ===== [KATEGORI]: Koneksi yang Salah ===== […],Tim Kalimasada,0
"Januari 24, 2023"," Kini Sudah Ada Fasilitas Rahim Buatan, Orang Tua Bisa Memilih Karakteristik Bayinya","Hasil periksa fakta Mochamad Marcell Faktanya video tersebut hanya sebuah konsep animasi fiksi ilmiah, selain itu belum ada fasilitas rahim buatan di dunia. Selengkapnya di […]",Pemeriksa Fakta Junior,0
"Januari 24, 2023", Hanya Dengan Obat Sirup Dapat Menyembuhkan Berbagai Penyakit Paru-Paru,"Hasil periksa fakta Mochamad Marcell Postingan palsu di Facebook yang mengiklankan bahwa dengan satu obat sirup dapat menyembuhkan berbagai penyakit paru-paru, faktanya tidak ada bukti […]",Pemeriksa Fakta Junior,0
"Januari 24, 2023", Video Keadaan Pulau Jawa yang Tenggelam Akibat Pemanasan Global,"Hasil periksa fakta Agnes Amungkasari. Informasi menyesatkan. Berdasarkan perkiraan ilmiah National Geographic, bila seluruh es bumi mencair, peningkatan air laut tidak sampai 850 meter namun […]",Tim Kalimasada,0
"Januari 24, 2023", Komedian Mandra Meninggal Dunia,"Hasil periksa fakta Agnes Amungkasari. Video yang beredar tidak menjelaskan kematian aktor dan komedian Mandra, melainkan bantahan dari informasi kematiannya yang sudah beredar sebelumnya. ===== […]",Tim Kalimasada,0
"Januari 24, 2023", Gempa Bumi di Malang Telan Ratusan Koban Jiwa,"Hasil periksa fakta Agnes Amungkasari. Video yang diunggah hanya menjelaskan mengenai bencana gempa bumi yang terjadi di Malang, Jawa Timur. Gempa tidak berpotensi tsunami dan […]",Tim Kalimasada,0
"Januari 24, 2023", Anies Mengalami Kecelakaan di Tol,Hasil periksa fakta Vendra Panji Unggahan Youtube mengenai Anies mengalami kecelakaan adalah salah. Dalam isi video tersebut tidak ditemui informasi yang mengatakan bahwa Anies mengalami […],Pemeriksa Fakta Junior,0
"Januari 24, 2023",Ibu Norma Klarifikasi,"Hasil periksa fakta Ummul Hidayah. Unggahan video dengan klaim klarifikasi Ibu dari Norma terkait berita yang sedang viral adalah informasi yang salah. Faktanya, wanita di […]",Pemeriksa Fakta Junior,0
"Januari 24, 2023"," Korban Dijadikan Tersangka!! Mantan Suami Berhasil Memenjarakan Norma Risma, Semua Artis Murka!!","Hasil Periksa Fakta Ummul HidayahUnggahan video dengan klaim Norma Risma berhasil dipenjarakan oleh mantan suaminya adalah informasi yang salah. Faktanya, wanita di video itu bukan […]",Pemeriksa Fakta Junior,0
"Januari 24, 2023", Akun WhatsApp Sekda Lebak Budi Santoso Menawarkan Program Bantuan Masjid,hasil periksa fakta Rahmah an. Pemkab Lebak menegaskan bahwa akun WhatsApp yang beredar bukan milik Sekda Lebak Budi Santoso. Selengkapnya di penjelasan. [KATEGORI]: KONTEN TIRUAN […],Pemeriksa Fakta Junior,0
"Januari 24, 2023", Akun WhatsApp Kepala Dinas PU Bina Marga dan Sumber Daya Air Sidoarjo Dwi Eko Saptono,hasil periksa fakta Rahmah an. Dinas PU Sidoarjo mengklarifikasi bahwa akun WhatsApp yang beredar adalah modus penipuan dan bukan milik Kepala Dinas PU Dwi Eko […],Pemeriksa Fakta Junior,0
"Januari 24, 2023"," Jangan makan pisang ketika sakit asma, batuk, pilek dan gangguan pencernaan","Hasil periksa fakta Arief Putra Ramadhan. Bahaya mengkonsumsi pisang ketika sakit asma, batuk, pilek dan gangguan pencernaan adalah tidak benar jika dikonsumsi dengan baik. Kandungan […]",Tim Kalimasada,0
"Januari 24, 2023", Ratusan Rudal Australia Mendarat di Jantung Konvoi TNI,"Hasil periksa fakta Arief Putra Ramadhan. Video tersebut sengaja digabungkan menjadi satu, klaim terjadinya Australia mengeluarkan rudal pada konvoi TNI adalah salah. Selengkapnya di bagian […]",Tim Kalimasada,0
"Januari 24, 2023", Virus Ponsel dari Memperbarui WhatsApp Gold dan Video Martinelli,"Hasil periksa fakta Riza Dwi (Anggota Tim Kalimasada) Informasi salah, Faktanya, WhatsApp Gold bukan aplikasi yang dikembangan oleh whatsApp, mengenai video ‘Martinelli’ yang dapat menginfeksi […]",Tim Kalimasada,0
"Januari 24, 2023", Gula Merah Lebih Sehat daripada Gula Pasir dan Gula Batu,"Hasil periksa fakta Riza Dwi (Anggota Tim Kalimasada) Salah, Certified Nutrition and Wellness Consultant Nutrifood Aldis Ruslialdi menjelaskan, gula merah maupun gula pasir kandungan kalorinya […]",Tim Kalimasada,0
"Januari 24, 2023", Raffi Ahmad dan Ruben Onsu Sumbang 1.2M untuk Indra Bekti,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa Raffi Ahmad dan Ruben Onsu memberikan sumbangan sebesar 1.2M kepada Indra Bekti merupakan konten […],Pemeriksa Fakta Junior,0
"Januari 24, 2023", Video Najwa Shihab Membongkar 3 Rahasia Yessy Kirana Yudha,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa Najwa Shihab membongkar 3 rahasia milik Yessy Kirana Yudha adalah konten yang salah karena […],Pemeriksa Fakta Junior,0
"Januari 24, 2023", Presenter Indra Bekti Meninggal Dunia,"Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan klaim bahwa Indra Bekti meninggal dunia adalah informasi yang salah. Faktanya, pada 21 Januari 2023 kemarin, […]",Pemeriksa Fakta Junior,0
"Januari 23, 2023", MEGA USUNG GIBRAN-GANJAR 2024,Hasil periksa fakta Pekik Jalu Utomo.Faktanya video tersebut sama sekali tidak menampilkan pernyataan Megawati mengusung Gibran dan Ganjar di Pilpres 2024. Video tersebut hanya berisi […],Tim Kalimasada,0
"Januari 23, 2023", NASA PUNYA MESIN PEMBUAT AWAN HUJAN BUATAN,Hasil periksa fakta Pekik Jalu Utomo.Faktanya video tersebut merupakan rekaman dari NASA yang sedang melakukan uji mesin roket RS-25 pada Oktober 2017 di Stennis Space […],Tim Kalimasada,0
